,Unnamed: 0,img_pair,question,img1,img2,answer,survey,observer,is_redundant,img1_fname,img2_fname,answer_fname,network,dataset
14674,2494,s6-q235-im30-im51-impicker,235,30,51,30,6,1,False,003945-max-iternet_uni-drive.png,003945-max-vesselunet-drive.png,003945-max-iternet_uni-drive.png,iternet_uni,drive
14675,2495,s6-q230-im51-im60-impicker,230,51,60,60,6,1,False,003945-max-vesselunet-drive.png,003945-max-saunet-drive.png,003945-max-saunet-drive.png,saunet,drive
14676,2496,s6-q236-im26-im51-impicker,236,26,51,26,6,1,True,003945-max-eswanet-drive.png,003945-max-vesselunet-drive.png,003945-max-eswanet-drive.png,eswanet,drive
14677,2497,s6-q219-im30-im60-impicker,219,30,60,30,6,1,True,003945-max-iternet_uni-drive.png,003945-max-saunet-drive.png,003945-max-iternet_uni-drive.png,iternet_uni,drive
14678,2498,s6-q211-im30-im32-impicker,211,30,32,30,6,1,False,003945-max-iternet_uni-drive.png,003945-max-vgan-drive.png,003945-max-iternet_uni-drive.png,iternet_uni,drive
14679,2499,s6-q231-im42-im47-impicker,231,42,47,42,6,1,False,003945-max-laddernet-drive.png,003945-max-iternet-drive.png,003945-max-laddernet-drive.png,laddernet,drive
14680,2500,s6-q222-im26-im60-impicker,222,26,60,26,6,1,False,003945-max-eswanet-drive.png,003945-max-saunet-drive.png,003945-max-eswanet-drive.png,eswanet,drive
14681,2501,s6-q239-im26-im60-impicker,239,26,60,26,6,1,True,003945-max-eswanet-drive.png,003945-max-saunet-drive.png,003945-max-eswanet-drive.png,eswanet,drive
14682,2502,s6-q237-im26-im33-impicker,237,26,33,26,6,1,False,003945-max-eswanet-drive.png,003945-max-unet-drive.png,003945-max-eswanet-drive.png,eswanet,drive
14683,2503,s6-q225-im32-im51-impicker,225,32,51,32,6,1,True,003945-max-vgan-drive.png,003945-max-vesselunet-drive.png,003945-max-vgan-drive.png,vgan,drive
14684,2504,s6-q248-im33-im47-impicker,248,33,47,33,6,1,False,003945-max-unet-drive.png,003945-max-iternet-drive.png,003945-max-unet-drive.png,unet,drive
14685,2505,s6-q240-im26-im47-impicker,240,26,47,26,6,1,False,003945-max-eswanet-drive.png,003945-max-iternet-drive.png,003945-max-eswanet-drive.png,eswanet,drive
14686,2506,s6-q242-im30-im42-impicker,242,30,42,30,6,1,False,003945-max-iternet_uni-drive.png,003945-max-laddernet-drive.png,003945-max-iternet_uni-drive.png,iternet_uni,drive
14687,2507,s6-q214-im30-im32-impicker,214,30,32,30,6,1,True,003945-max-iternet_uni-drive.png,003945-max-vgan-drive.png,003945-max-iternet_uni-drive.png,iternet_uni,drive
14688,2508,s6-q218-im32-im60-impicker,218,32,60,32,6,1,False,003945-max-vgan-drive.png,003945-max-saunet-drive.png,003945-max-vgan-drive.png,vgan,drive
14689,2509,s6-q216-im33-im42-impicker,216,33,42,33,6,1,True,003945-max-unet-drive.png,003945-max-laddernet-drive.png,003945-max-unet-drive.png,unet,drive
14690,2510,s6-q227-im30-im33-impicker,227,30,33,30,6,1,False,003945-max-iternet_uni-drive.png,003945-max-unet-drive.png,003945-max-iternet_uni-drive.png,iternet_uni,drive
14691,2511,s6-q220-im26-im47-impicker,220,26,47,26,6,1,True,003945-max-eswanet-drive.png,003945-max-iternet-drive.png,003945-max-eswanet-drive.png,eswanet,drive
14692,2512,s6-q217-im47-im51-impicker,217,47,51,47,6,1,True,003945-max-iternet-drive.png,003945-max-vesselunet-drive.png,003945-max-iternet-drive.png,iternet,drive
14693,2513,s6-q244-im32-im47-impicker,244,32,47,32,6,1,True,003945-max-vgan-drive.png,003945-max-iternet-drive.png,003945-max-vgan-drive.png,vgan,drive
14694,2514,s6-q246-im30-im33-impicker,246,30,33,30,6,1,True,003945-max-iternet_uni-drive.png,003945-max-unet-drive.png,003945-max-iternet_uni-drive.png,iternet_uni,drive
14695,2515,s6-q234-im26-im42-impicker,234,26,42,26,6,1,False,003945-max-eswanet-drive.png,003945-max-laddernet-drive.png,003945-max-eswanet-drive.png,eswanet,drive
14696,2516,s6-q224-im42-im51-impicker,224,42,51,42,6,1,False,003945-max-laddernet-drive.png,003945-max-vesselunet-drive.png,003945-max-laddernet-drive.png,laddernet,drive
14697,2517,s6-q243-im51-im60-impicker,243,51,60,60,6,1,True,003945-max-vesselunet-drive.png,003945-max-saunet-drive.png,003945-max-saunet-drive.png,saunet,drive
14698,2518,s6-q232-im26-im30-impicker,232,26,30,26,6,1,True,003945-max-eswanet-drive.png,003945-max-iternet_uni-drive.png,003945-max-eswanet-drive.png,eswanet,drive
14699,2519,s6-q241-im47-im60-impicker,241,47,60,47,6,1,False,003945-max-iternet-drive.png,003945-max-saunet-drive.png,003945-max-iternet-drive.png,iternet,drive
14700,2520,s11-q448-im68-im74-impicker,448,68,74,74,11,6,False,000520-median-unet-stare.png,000520-median-vesselunet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14701,2521,s11-q445-im68-im82-impicker,445,68,82,82,11,6,False,000520-median-unet-stare.png,000520-median-vgan-stare.png,000520-median-vgan-stare.png,vgan,stare
14702,2522,s11-q438-im82-im109-impicker,438,82,109,82,11,6,False,000520-median-vgan-stare.png,000520-median-iternet_uni-stare.png,000520-median-vgan-stare.png,vgan,stare
14703,2523,s11-q430-im90-im112-impicker,430,90,112,112,11,6,False,000520-median-iternet-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14704,2524,s11-q421-im90-im109-impicker,421,90,109,109,11,6,False,000520-median-iternet-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14705,2525,s11-q452-im68-im109-impicker,452,68,109,109,11,6,False,000520-median-unet-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14706,2526,s11-q457-im68-im99-impicker,457,68,99,68,11,6,False,000520-median-unet-stare.png,000520-median-saunet-stare.png,000520-median-unet-stare.png,unet,stare
14707,2527,s11-q431-im82-im90-impicker,431,82,90,82,11,6,False,000520-median-vgan-stare.png,000520-median-iternet-stare.png,000520-median-vgan-stare.png,vgan,stare
14708,2528,s11-q432-im68-im76-impicker,432,68,76,76,11,6,False,000520-median-unet-stare.png,000520-median-laddernet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14709,2529,s11-q423-im68-im112-impicker,423,68,112,112,11,6,False,000520-median-unet-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14710,2530,s11-q439-im76-im82-impicker,439,76,82,76,11,6,False,000520-median-laddernet-stare.png,000520-median-vgan-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14711,2531,s11-q437-im90-im99-impicker,437,90,99,99,11,6,False,000520-median-iternet-stare.png,000520-median-saunet-stare.png,000520-median-saunet-stare.png,saunet,stare
14712,2532,s11-q453-im74-im90-impicker,453,74,90,74,11,6,False,000520-median-vesselunet-stare.png,000520-median-iternet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14713,2533,s11-q455-im74-im112-impicker,455,74,112,112,11,6,False,000520-median-vesselunet-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14714,2534,s11-q460-im74-im109-impicker,460,74,109,74,11,6,False,000520-median-vesselunet-stare.png,000520-median-iternet_uni-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14715,2535,s11-q454-im68-im99-impicker,454,68,99,68,11,6,True,000520-median-unet-stare.png,000520-median-saunet-stare.png,000520-median-unet-stare.png,unet,stare
14716,2536,s11-q424-im74-im76-impicker,424,74,76,74,11,6,False,000520-median-vesselunet-stare.png,000520-median-laddernet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14717,2537,s11-q429-im74-im82-impicker,429,74,82,74,11,6,False,000520-median-vesselunet-stare.png,000520-median-vgan-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14718,2538,s11-q447-im68-im90-impicker,447,68,90,68,11,6,False,000520-median-unet-stare.png,000520-median-iternet-stare.png,000520-median-unet-stare.png,unet,stare
14719,2539,s11-q433-im76-im90-impicker,433,76,90,76,11,6,False,000520-median-laddernet-stare.png,000520-median-iternet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14720,2540,s11-q434-im68-im82-impicker,434,68,82,68,11,6,True,000520-median-unet-stare.png,000520-median-vgan-stare.png,000520-median-unet-stare.png,unet,stare
14721,2541,s11-q443-im68-im90-impicker,443,68,90,68,11,6,True,000520-median-unet-stare.png,000520-median-iternet-stare.png,000520-median-unet-stare.png,unet,stare
14722,2542,s11-q422-im76-im109-impicker,422,76,109,76,11,6,False,000520-median-laddernet-stare.png,000520-median-iternet_uni-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14723,2543,s11-q456-im74-im112-impicker,456,74,112,112,11,6,True,000520-median-vesselunet-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14724,2544,s11-q444-im74-im99-impicker,444,74,99,74,11,6,False,000520-median-vesselunet-stare.png,000520-median-saunet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14725,2545,s11-q450-im109-im112-impicker,450,109,112,112,11,6,False,000520-median-iternet_uni-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14726,2546,s11-q446-im82-im99-impicker,446,82,99,82,11,6,False,000520-median-vgan-stare.png,000520-median-saunet-stare.png,000520-median-vgan-stare.png,vgan,stare
14727,2547,s11-q440-im99-im112-impicker,440,99,112,112,11,6,False,000520-median-saunet-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14728,2548,s11-q441-im109-im112-impicker,441,109,112,112,11,6,True,000520-median-iternet_uni-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14729,2549,s11-q442-im76-im112-impicker,442,76,112,76,11,6,False,000520-median-laddernet-stare.png,000520-median-eswanet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14730,2550,s11-q425-im74-im90-impicker,425,74,90,74,11,6,True,000520-median-vesselunet-stare.png,000520-median-iternet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14731,2551,s11-q449-im76-im112-impicker,449,76,112,112,11,6,True,000520-median-laddernet-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14732,2552,s11-q426-im76-im99-impicker,426,76,99,76,11,6,False,000520-median-laddernet-stare.png,000520-median-saunet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14733,2553,s11-q427-im82-im112-impicker,427,82,112,112,11,6,False,000520-median-vgan-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14734,2554,s11-q451-im68-im112-impicker,451,68,112,112,11,6,True,000520-median-unet-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14735,2555,s11-q461-im90-im99-impicker,461,90,99,99,11,6,True,000520-median-iternet-stare.png,000520-median-saunet-stare.png,000520-median-saunet-stare.png,saunet,stare
14736,2556,s11-q458-im99-im109-impicker,458,99,109,109,11,6,False,000520-median-saunet-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14737,2557,s11-q459-im76-im82-impicker,459,76,82,76,11,6,True,000520-median-laddernet-stare.png,000520-median-vgan-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14738,2558,s11-q435-im68-im76-impicker,435,68,76,76,11,6,True,000520-median-unet-stare.png,000520-median-laddernet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14739,2559,s11-q428-im74-im82-impicker,428,74,82,74,11,6,True,000520-median-vesselunet-stare.png,000520-median-vgan-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14740,2560,s11-q436-im82-im109-impicker,436,82,109,109,11,6,True,000520-median-vgan-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14741,2561,s11-q462-im68-im74-impicker,462,68,74,74,11,6,True,000520-median-unet-stare.png,000520-median-vesselunet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14742,2562,s11-q448-im68-im74-impicker,448,68,74,68,11,3,False,000520-median-unet-stare.png,000520-median-vesselunet-stare.png,000520-median-unet-stare.png,unet,stare
14743,2563,s11-q445-im68-im82-impicker,445,68,82,68,11,3,False,000520-median-unet-stare.png,000520-median-vgan-stare.png,000520-median-unet-stare.png,unet,stare
14744,2564,s11-q438-im82-im109-impicker,438,82,109,82,11,3,False,000520-median-vgan-stare.png,000520-median-iternet_uni-stare.png,000520-median-vgan-stare.png,vgan,stare
14745,2565,s11-q430-im90-im112-impicker,430,90,112,90,11,3,False,000520-median-iternet-stare.png,000520-median-eswanet-stare.png,000520-median-iternet-stare.png,iternet,stare
14746,2566,s11-q421-im90-im109-impicker,421,90,109,90,11,3,False,000520-median-iternet-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet-stare.png,iternet,stare
14747,2567,s11-q452-im68-im109-impicker,452,68,109,68,11,3,False,000520-median-unet-stare.png,000520-median-iternet_uni-stare.png,000520-median-unet-stare.png,unet,stare
14748,2568,s11-q457-im68-im99-impicker,457,68,99,99,11,3,False,000520-median-unet-stare.png,000520-median-saunet-stare.png,000520-median-saunet-stare.png,saunet,stare
14749,2569,s11-q431-im82-im90-impicker,431,82,90,82,11,3,False,000520-median-vgan-stare.png,000520-median-iternet-stare.png,000520-median-vgan-stare.png,vgan,stare
14750,2570,s11-q432-im68-im76-impicker,432,68,76,68,11,3,False,000520-median-unet-stare.png,000520-median-laddernet-stare.png,000520-median-unet-stare.png,unet,stare
14751,2571,s11-q423-im68-im112-impicker,423,68,112,68,11,3,False,000520-median-unet-stare.png,000520-median-eswanet-stare.png,000520-median-unet-stare.png,unet,stare
14752,2572,s11-q439-im76-im82-impicker,439,76,82,82,11,3,False,000520-median-laddernet-stare.png,000520-median-vgan-stare.png,000520-median-vgan-stare.png,vgan,stare
14753,2573,s11-q437-im90-im99-impicker,437,90,99,99,11,3,False,000520-median-iternet-stare.png,000520-median-saunet-stare.png,000520-median-saunet-stare.png,saunet,stare
14754,2574,s11-q453-im74-im90-impicker,453,74,90,90,11,3,False,000520-median-vesselunet-stare.png,000520-median-iternet-stare.png,000520-median-iternet-stare.png,iternet,stare
14755,2575,s11-q455-im74-im112-impicker,455,74,112,74,11,3,False,000520-median-vesselunet-stare.png,000520-median-eswanet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14756,2576,s11-q460-im74-im109-impicker,460,74,109,109,11,3,False,000520-median-vesselunet-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14757,2577,s11-q454-im68-im99-impicker,454,68,99,68,11,3,True,000520-median-unet-stare.png,000520-median-saunet-stare.png,000520-median-unet-stare.png,unet,stare
14758,2578,s11-q424-im74-im76-impicker,424,74,76,74,11,3,False,000520-median-vesselunet-stare.png,000520-median-laddernet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14759,2579,s11-q429-im74-im82-impicker,429,74,82,82,11,3,False,000520-median-vesselunet-stare.png,000520-median-vgan-stare.png,000520-median-vgan-stare.png,vgan,stare
14760,2580,s11-q447-im68-im90-impicker,447,68,90,68,11,3,False,000520-median-unet-stare.png,000520-median-iternet-stare.png,000520-median-unet-stare.png,unet,stare
14761,2581,s11-q433-im76-im90-impicker,433,76,90,90,11,3,False,000520-median-laddernet-stare.png,000520-median-iternet-stare.png,000520-median-iternet-stare.png,iternet,stare
14762,2582,s11-q434-im68-im82-impicker,434,68,82,68,11,3,True,000520-median-unet-stare.png,000520-median-vgan-stare.png,000520-median-unet-stare.png,unet,stare
14763,2583,s11-q443-im68-im90-impicker,443,68,90,90,11,3,True,000520-median-unet-stare.png,000520-median-iternet-stare.png,000520-median-iternet-stare.png,iternet,stare
14764,2584,s11-q422-im76-im109-impicker,422,76,109,76,11,3,False,000520-median-laddernet-stare.png,000520-median-iternet_uni-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14765,2585,s11-q456-im74-im112-impicker,456,74,112,74,11,3,True,000520-median-vesselunet-stare.png,000520-median-eswanet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14766,2586,s11-q444-im74-im99-impicker,444,74,99,99,11,3,False,000520-median-vesselunet-stare.png,000520-median-saunet-stare.png,000520-median-saunet-stare.png,saunet,stare
14767,2587,s11-q450-im109-im112-impicker,450,109,112,109,11,3,False,000520-median-iternet_uni-stare.png,000520-median-eswanet-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14768,2588,s11-q446-im82-im99-impicker,446,82,99,99,11,3,False,000520-median-vgan-stare.png,000520-median-saunet-stare.png,000520-median-saunet-stare.png,saunet,stare
14769,2589,s11-q440-im99-im112-impicker,440,99,112,99,11,3,False,000520-median-saunet-stare.png,000520-median-eswanet-stare.png,000520-median-saunet-stare.png,saunet,stare
14770,2590,s11-q441-im109-im112-impicker,441,109,112,109,11,3,True,000520-median-iternet_uni-stare.png,000520-median-eswanet-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14771,2591,s11-q442-im76-im112-impicker,442,76,112,76,11,3,False,000520-median-laddernet-stare.png,000520-median-eswanet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14772,2592,s11-q425-im74-im90-impicker,425,74,90,90,11,3,True,000520-median-vesselunet-stare.png,000520-median-iternet-stare.png,000520-median-iternet-stare.png,iternet,stare
14773,2593,s11-q449-im76-im112-impicker,449,76,112,76,11,3,True,000520-median-laddernet-stare.png,000520-median-eswanet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14774,2594,s11-q426-im76-im99-impicker,426,76,99,99,11,3,False,000520-median-laddernet-stare.png,000520-median-saunet-stare.png,000520-median-saunet-stare.png,saunet,stare
14775,2595,s11-q427-im82-im112-impicker,427,82,112,82,11,3,False,000520-median-vgan-stare.png,000520-median-eswanet-stare.png,000520-median-vgan-stare.png,vgan,stare
14776,2596,s11-q451-im68-im112-impicker,451,68,112,68,11,3,True,000520-median-unet-stare.png,000520-median-eswanet-stare.png,000520-median-unet-stare.png,unet,stare
14777,2597,s11-q461-im90-im99-impicker,461,90,99,99,11,3,True,000520-median-iternet-stare.png,000520-median-saunet-stare.png,000520-median-saunet-stare.png,saunet,stare
14778,2598,s11-q458-im99-im109-impicker,458,99,109,99,11,3,False,000520-median-saunet-stare.png,000520-median-iternet_uni-stare.png,000520-median-saunet-stare.png,saunet,stare
14779,2599,s11-q459-im76-im82-impicker,459,76,82,76,11,3,True,000520-median-laddernet-stare.png,000520-median-vgan-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14780,2600,s11-q435-im68-im76-impicker,435,68,76,68,11,3,True,000520-median-unet-stare.png,000520-median-laddernet-stare.png,000520-median-unet-stare.png,unet,stare
14781,2601,s11-q428-im74-im82-impicker,428,74,82,74,11,3,True,000520-median-vesselunet-stare.png,000520-median-vgan-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14782,2602,s11-q436-im82-im109-impicker,436,82,109,82,11,3,True,000520-median-vgan-stare.png,000520-median-iternet_uni-stare.png,000520-median-vgan-stare.png,vgan,stare
14783,2603,s11-q462-im68-im74-impicker,462,68,74,68,11,3,True,000520-median-unet-stare.png,000520-median-vesselunet-stare.png,000520-median-unet-stare.png,unet,stare
14784,2604,s11-q448-im68-im74-impicker,448,68,74,68,11,2,False,000520-median-unet-stare.png,000520-median-vesselunet-stare.png,000520-median-unet-stare.png,unet,stare
14785,2605,s11-q445-im68-im82-impicker,445,68,82,68,11,2,False,000520-median-unet-stare.png,000520-median-vgan-stare.png,000520-median-unet-stare.png,unet,stare
14786,2606,s11-q438-im82-im109-impicker,438,82,109,82,11,2,False,000520-median-vgan-stare.png,000520-median-iternet_uni-stare.png,000520-median-vgan-stare.png,vgan,stare
14787,2607,s11-q430-im90-im112-impicker,430,90,112,90,11,2,False,000520-median-iternet-stare.png,000520-median-eswanet-stare.png,000520-median-iternet-stare.png,iternet,stare
14788,2608,s11-q421-im90-im109-impicker,421,90,109,90,11,2,False,000520-median-iternet-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet-stare.png,iternet,stare
14789,2609,s11-q452-im68-im109-impicker,452,68,109,68,11,2,False,000520-median-unet-stare.png,000520-median-iternet_uni-stare.png,000520-median-unet-stare.png,unet,stare
14790,2610,s11-q457-im68-im99-impicker,457,68,99,68,11,2,False,000520-median-unet-stare.png,000520-median-saunet-stare.png,000520-median-unet-stare.png,unet,stare
14791,2611,s11-q431-im82-im90-impicker,431,82,90,82,11,2,False,000520-median-vgan-stare.png,000520-median-iternet-stare.png,000520-median-vgan-stare.png,vgan,stare
14792,2612,s11-q432-im68-im76-impicker,432,68,76,68,11,2,False,000520-median-unet-stare.png,000520-median-laddernet-stare.png,000520-median-unet-stare.png,unet,stare
14793,2613,s11-q423-im68-im112-impicker,423,68,112,68,11,2,False,000520-median-unet-stare.png,000520-median-eswanet-stare.png,000520-median-unet-stare.png,unet,stare
14794,2614,s11-q439-im76-im82-impicker,439,76,82,76,11,2,False,000520-median-laddernet-stare.png,000520-median-vgan-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14795,2615,s11-q437-im90-im99-impicker,437,90,99,90,11,2,False,000520-median-iternet-stare.png,000520-median-saunet-stare.png,000520-median-iternet-stare.png,iternet,stare
14796,2616,s11-q453-im74-im90-impicker,453,74,90,74,11,2,False,000520-median-vesselunet-stare.png,000520-median-iternet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14797,2617,s11-q455-im74-im112-impicker,455,74,112,112,11,2,False,000520-median-vesselunet-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14798,2618,s11-q460-im74-im109-impicker,460,74,109,109,11,2,False,000520-median-vesselunet-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14799,2619,s11-q454-im68-im99-impicker,454,68,99,68,11,2,True,000520-median-unet-stare.png,000520-median-saunet-stare.png,000520-median-unet-stare.png,unet,stare
14800,2620,s11-q424-im74-im76-impicker,424,74,76,74,11,2,False,000520-median-vesselunet-stare.png,000520-median-laddernet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14801,2621,s11-q429-im74-im82-impicker,429,74,82,74,11,2,False,000520-median-vesselunet-stare.png,000520-median-vgan-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14802,2622,s11-q447-im68-im90-impicker,447,68,90,90,11,2,False,000520-median-unet-stare.png,000520-median-iternet-stare.png,000520-median-iternet-stare.png,iternet,stare
14803,2623,s11-q433-im76-im90-impicker,433,76,90,76,11,2,False,000520-median-laddernet-stare.png,000520-median-iternet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14804,2624,s11-q434-im68-im82-impicker,434,68,82,82,11,2,True,000520-median-unet-stare.png,000520-median-vgan-stare.png,000520-median-vgan-stare.png,vgan,stare
14805,2625,s11-q443-im68-im90-impicker,443,68,90,90,11,2,True,000520-median-unet-stare.png,000520-median-iternet-stare.png,000520-median-iternet-stare.png,iternet,stare
14806,2626,s11-q422-im76-im109-impicker,422,76,109,76,11,2,False,000520-median-laddernet-stare.png,000520-median-iternet_uni-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14807,2627,s11-q456-im74-im112-impicker,456,74,112,74,11,2,True,000520-median-vesselunet-stare.png,000520-median-eswanet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14808,2628,s11-q444-im74-im99-impicker,444,74,99,74,11,2,False,000520-median-vesselunet-stare.png,000520-median-saunet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14809,2629,s11-q450-im109-im112-impicker,450,109,112,109,11,2,False,000520-median-iternet_uni-stare.png,000520-median-eswanet-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14810,2630,s11-q446-im82-im99-impicker,446,82,99,82,11,2,False,000520-median-vgan-stare.png,000520-median-saunet-stare.png,000520-median-vgan-stare.png,vgan,stare
14811,2631,s11-q440-im99-im112-impicker,440,99,112,99,11,2,False,000520-median-saunet-stare.png,000520-median-eswanet-stare.png,000520-median-saunet-stare.png,saunet,stare
14812,2632,s11-q441-im109-im112-impicker,441,109,112,109,11,2,True,000520-median-iternet_uni-stare.png,000520-median-eswanet-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14813,2633,s11-q442-im76-im112-impicker,442,76,112,76,11,2,False,000520-median-laddernet-stare.png,000520-median-eswanet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14814,2634,s11-q425-im74-im90-impicker,425,74,90,74,11,2,True,000520-median-vesselunet-stare.png,000520-median-iternet-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14815,2635,s11-q449-im76-im112-impicker,449,76,112,76,11,2,True,000520-median-laddernet-stare.png,000520-median-eswanet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14816,2636,s11-q426-im76-im99-impicker,426,76,99,76,11,2,False,000520-median-laddernet-stare.png,000520-median-saunet-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14817,2637,s11-q427-im82-im112-impicker,427,82,112,82,11,2,False,000520-median-vgan-stare.png,000520-median-eswanet-stare.png,000520-median-vgan-stare.png,vgan,stare
14818,2638,s11-q451-im68-im112-impicker,451,68,112,68,11,2,True,000520-median-unet-stare.png,000520-median-eswanet-stare.png,000520-median-unet-stare.png,unet,stare
14819,2639,s11-q461-im90-im99-impicker,461,90,99,90,11,2,True,000520-median-iternet-stare.png,000520-median-saunet-stare.png,000520-median-iternet-stare.png,iternet,stare
14820,2640,s11-q458-im99-im109-impicker,458,99,109,109,11,2,False,000520-median-saunet-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
14821,2641,s11-q459-im76-im82-impicker,459,76,82,76,11,2,True,000520-median-laddernet-stare.png,000520-median-vgan-stare.png,000520-median-laddernet-stare.png,laddernet,stare
14822,2642,s11-q435-im68-im76-impicker,435,68,76,68,11,2,True,000520-median-unet-stare.png,000520-median-laddernet-stare.png,000520-median-unet-stare.png,unet,stare
14823,2643,s11-q428-im74-im82-impicker,428,74,82,74,11,2,True,000520-median-vesselunet-stare.png,000520-median-vgan-stare.png,000520-median-vesselunet-stare.png,vesselunet,stare
14824,2644,s11-q436-im82-im109-impicker,436,82,109,82,11,2,True,000520-median-vgan-stare.png,000520-median-iternet_uni-stare.png,000520-median-vgan-stare.png,vgan,stare
14825,2645,s11-q462-im68-im74-impicker,462,68,74,68,11,2,True,000520-median-unet-stare.png,000520-median-vesselunet-stare.png,000520-median-unet-stare.png,unet,stare
14826,2646,s11-q448-im68-im74-impicker,448,68,74,68,11,1,False,000520-median-unet-stare.png,000520-median-vesselunet-stare.png,000520-median-unet-stare.png,unet,stare
14827,2647,s11-q445-im68-im82-impicker,445,68,82,68,11,1,False,000520-median-unet-stare.png,000520-median-vgan-stare.png,000520-median-unet-stare.png,unet,stare
14828,2648,s11-q438-im82-im109-impicker,438,82,109,82,11,1,False,000520-median-vgan-stare.png,000520-median-iternet_uni-stare.png,000520-median-vgan-stare.png,vgan,stare
14829,2649,s11-q430-im90-im112-impicker,430,90,112,112,11,1,False,000520-median-iternet-stare.png,000520-median-eswanet-stare.png,000520-median-eswanet-stare.png,eswanet,stare
14830,2650,s11-q421-im90-im109-impicker,421,90,109,90,11,1,False,000520-median-iternet-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet-stare.png,iternet,stare
14831,2651,s11-q452-im68-im109-impicker,452,68,109,109,11,1,False,000520-median-unet-stare.png,000520-median-iternet_uni-stare.png,000520-median-iternet_uni-stare.png,iternet_uni,stare
